instruction_screen.started,instruction_screen.stopped,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,participant,session,delay,group,date,expName,psychopyVersion,OS,frameRate,set_options.started,set_options.stopped,trial.started,trial.stopped,key_resp_eq.keys,key_resp_eq.corr,key_resp_eq.rt,key_resp_eq.duration,pause.started,pause.stopped,feedback.started,feedback.stopped,is_rest.started,is_rest.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,math_eq,CorrAns,dstr1,dstr2,CorrAns_key,rest_screen.started,rest_screen.stopped,Q1.started,Q1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end_screen.started,end_screen.stopped,key_resp.keys,key_resp.rt,key_resp.duration
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,100.0502,100.0508,100.0508,102.5808,3,0,2.5213,,102.5814,104.5846,104.5847,107.5745,107.5745,107.5745,0,9,9,9,1,13 * 2,26,24,23,3,107.594,122.5895,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,122.6067,122.6072,122.6072,126.7324,3,0,4.1121,,126.7343,128.7374,128.7375,131.7362,131.7368,131.7369,0,10,10,10,1,31 + 10,41,39,32,3,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,131.7549,131.7555,131.7555,136.8814,1,0,5.1143,,136.8822,138.8709,138.8709,141.8612,141.8613,141.8613,0,11,11,11,1,27 - 14,13,10,23,1,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,141.8826,141.8834,141.8835,145.8807,2,0,3.982,,145.882,147.8705,147.8705,150.8597,150.8598,150.8598,0,12,12,12,1,27 + 18,45,47,52,1,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,150.8774,150.8781,150.8783,155.4715,2,0,4.5806,,155.4729,157.4681,157.4682,160.4588,160.4588,160.4589,0,13,13,13,1,37 + 18,55,47,45,2,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,160.4766,160.4774,160.4775,163.0758,1,0,2.5855,,163.0767,165.0787,165.0788,168.0752,168.0752,168.0753,0,14,14,14,1,112 / 2,56,52,46,1,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,168.1669,168.1685,168.1686,171.2605,2,0,3.0777,,171.2614,173.2655,173.2655,176.2652,176.2654,176.2654,0,15,15,15,1,110 / 2,55,59,57,2,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,176.2847,176.2853,176.2853,180.0418,3,0,3.7474,,180.0429,182.0454,182.0455,185.0365,185.0365,185.0365,0,16,16,16,1,22 + 14,36,46,38,3,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,185.0566,185.0576,185.0577,189.9916,1,0,4.9204,,189.9931,191.9988,191.9989,194.9877,194.9877,194.9877,0,17,17,17,1,32 - 9,23,29,21,3,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,195.0067,195.0074,195.0074,203.1091,3,0,8.0916,,203.1103,205.1145,205.1145,208.104,208.104,208.1044,0,18,18,18,1,18 * 3,54,52,44,3,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,208.1227,208.1234,208.1234,212.9324,2,0,4.7937,,212.9337,214.9378,214.9378,217.9288,217.9288,217.9288,0,19,19,19,1,33 - 6,27,29,26,2,217.9472,232.9346,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,232.9908,232.9916,232.9916,236.0163,3,0,3.0087,,236.0171,238.0209,238.0209,241.0212,241.0213,241.0213,0,20,20,20,1,19 * 3,57,50,53,3,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,241.0428,241.0434,241.0434,246.155,3,0,5.0974,,246.1557,248.1548,248.1548,251.1452,251.1452,251.1452,0,21,21,21,1,140 / 4,45,35,42,1,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,251.1664,251.1676,251.1676,259.6107,1,0,8.4331,,259.6121,261.6052,261.6052,264.5959,264.596,264.596,0,22,22,22,1,23 + 18,41,39,33,1,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,264.6171,264.6177,264.6177,269.0906,3,0,4.4603,,269.0919,271.0954,271.0955,274.0945,274.0945,274.0946,0,23,23,23,1,128 / 2,64,60,62,3,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,274.1124,274.113,274.1131,276.5423,1,0,2.4152,,276.543,278.5312,278.5312,281.5219,281.522,281.522,0,24,24,24,1,39 - 11,28,26,27,2,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,281.5391,281.5396,281.5396,283.9969,2,0,2.4434,,283.998,286.0015,286.0017,288.9932,288.9933,288.9933,0,25,25,25,1,23 + 9,32,31,29,1,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,289.0319,289.0326,289.0326,292.6477,1,0,3.6056,,292.6495,294.6403,294.6404,297.6295,297.6296,297.6296,0,26,26,26,1,142 / 2,71,72,74,1,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,297.6483,297.649,297.649,301.2217,1,0,3.5601,,301.2235,303.2268,303.2269,306.2171,306.2172,306.2172,0,27,27,27,1,14 * 3,42,38,40,2,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,306.2346,306.2353,306.2353,309.2917,1,0,3.045,,309.2923,311.282,311.282,314.272,314.2722,314.2722,0,28,28,28,1,33 - 8,25,26,28,3,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,314.2968,314.2974,314.2974,320.0266,3,0,5.7211,,320.0272,322.0238,322.0239,325.015,325.015,325.015,0,29,29,29,1,37 + 26,63,53,65,1,325.0423,340.0195,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,340.0376,340.0382,340.0383,343.3039,1,0,3.2578,,343.3045,345.3067,345.3068,348.2983,348.2984,348.2984,0,30,30,30,1,34 - 8,26,20,32,1,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,348.3191,348.3198,348.3198,353.3463,1,0,5.0152,,353.3474,355.3412,355.3412,358.3321,358.3321,358.3321,0,31,31,31,1,14 * 3,42,44,49,1,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,358.3512,358.3519,358.3519,362.3088,3,0,3.9443,,362.3101,364.3141,364.3141,367.3122,367.3123,367.3123,0,32,32,32,1,22 + 18,40,33,48,3,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,367.3309,367.3315,367.3316,369.9282,1,0,2.5853,,369.9296,371.9181,371.9182,374.9071,374.9072,374.9073,0,33,33,33,1,11 * 3,33,39,29,1,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,374.9246,374.9252,374.9252,376.8953,1,0,1.9569,,376.8966,378.9017,378.9019,381.8987,381.8988,381.8988,0,34,34,34,1,19 * 2,38,37,32,1,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,381.9157,381.9163,381.9163,386.0262,2,0,4.1022,,386.027,388.0232,388.0233,391.0143,391.0146,391.0146,0,35,35,35,1,28 + 19,47,50,45,2,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,391.033,391.0336,391.0336,396.1861,2,0,5.1445,,396.1871,398.1905,398.1906,401.1806,401.1807,401.1807,0,36,36,36,1,31 + 23,54,47,57,2,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,401.1995,401.2001,401.2001,404.2982,2,0,3.0835,,404.2994,406.2891,406.2891,409.281,409.2812,409.2812,0,37,37,37,1,22 + 20,42,38,51,2,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,409.3041,409.3051,409.3051,414.2898,1,0,4.972,,414.2913,416.2845,416.2845,419.2774,419.2775,419.2775,0,38,38,38,1,39 - 11,28,19,18,1,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,419.2958,419.2963,419.2964,423.5633,3,0,4.252,,423.5648,425.5681,425.5681,428.5608,428.561,428.5611,0,39,39,39,1,31 + 43,74,73,64,3,428.5827,443.572,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,443.5897,443.5902,443.5903,447.2304,1,0,3.6314,,447.2309,449.2193,449.2193,452.2102,452.2102,452.2102,0,40,40,40,1,30 + 22,52,58,53,1,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,452.2303,452.2308,452.2309,461.3157,1,0,9.0757,,461.3167,463.3133,463.3134,466.3041,466.3041,466.3041,0,41,41,41,1,25 - 14,11,2,6,1,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,466.3246,466.325,466.325,468.9036,3,0,2.5701,,468.9042,470.9025,470.9025,473.9125,473.9125,473.9125,0,42,42,42,1,100 / 4,25,20,22,3,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,473.9301,473.931,473.931,476.8843,3,0,2.9454,,476.8851,478.8855,478.8855,481.8762,481.8762,481.8762,0,43,43,43,1,58 - 13,45,55,44,3,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,481.8937,481.8942,481.8942,484.051,2,0,2.143,,484.0518,486.0575,486.0576,489.0453,489.0454,489.0454,0,44,44,44,1,33 + 22,55,52,53,2,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,489.0678,489.0687,489.0687,496.5006,2,0,7.423,,496.5017,498.5021,498.5021,501.4935,501.4936,501.4936,0,45,45,45,1,24 - 14,10,20,11,2,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,501.5139,501.5146,501.5146,507.3793,3,0,5.8536,,507.38,509.3792,509.3793,512.3702,512.3702,512.3702,0,46,46,46,1,118 / 2,59,55,57,3,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,512.3894,512.39,512.3901,514.7296,1,0,2.3304,,514.7308,516.7328,516.733,519.7243,519.7244,519.7244,0,47,47,47,1,14 * 2,28,38,16,1,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,519.7439,519.7458,519.7459,526.3894,3,0,6.6285,,526.3909,528.393,528.3932,531.3884,531.3885,531.3885,0,48,48,48,1,23 * 4,92,82,87,3,,,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,531.4076,531.4081,531.4081,538.3524,1,0,6.9292,,538.3539,540.3591,540.3593,543.3482,543.3482,543.3482,0,49,49,49,1,25 + 19,44,53,38,1,543.3702,558.354,,,,,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,,,,,,,,,,,,,,,,,,,,,,,,,,,558.3553,570.8852,3,12.4999,,,,,,
,,,,,106,1,short,A,2024-08-27_17h34.59.193,arithmetic_task,2024.1.5,Win32,59.86590038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.8859,573.8683,space,2.9539,
