instruction_screen.started,instruction_screen.stopped,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,participant,session,delay,group,date,expName,psychopyVersion,OS,frameRate,set_options.started,set_options.stopped,trial.started,trial.stopped,key_resp_eq.keys,key_resp_eq.corr,pause.started,pause.stopped,feedback.started,feedback.stopped,is_rest.started,is_rest.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,math_eq,CorrAns,dstr1,dstr2,CorrAns_key,key_resp_eq.rt,key_resp_eq.duration,rest_screen.started,rest_screen.stopped,Q1.started,Q1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end_screen.started,end_screen.stopped,key_resp.keys,key_resp.rt,key_resp.duration
,,,,,101,1,short,A,2024-08-26_12h15.01.314,arithmetic_task,2024.1.5,Win32,60.60606061,401.8562,401.8566,401.8566,406.5199,1,0,406.5204,408.5199,408.5202,411.5203,411.5204,411.5205,0,38,38,38,1,39 - 11,28,19,18,1,4.6492,,,,,,,,,,,,,
,,,,,101,1,short,A,2024-08-26_12h15.01.314,arithmetic_task,2024.1.5,Win32,60.60606061,411.5383,411.5387,411.5387,416.5865,3,0,416.5872,418.5871,418.5874,421.5866,421.5868,421.5868,0,39,39,39,1,31 + 43,74,73,64,3,5.0421,,421.6051,436.6015,,,,,,,,,,
,,,,,101,1,short,A,2024-08-26_12h15.01.314,arithmetic_task,2024.1.5,Win32,60.60606061,436.6199,436.6204,436.6204,438.9517,1,0,438.9519,440.951,440.951,443.9516,443.9518,443.9518,0,40,40,40,1,30 + 22,52,58,53,1,2.3212,,,,,,,,,,,,,
,,,,,101,1,short,A,2024-08-26_12h15.01.314,arithmetic_task,2024.1.5,Win32,60.60606061,443.9698,443.9701,443.9701,445.884,1,0,445.8842,447.8846,447.8846,450.8836,450.8837,450.8837,0,41,41,41,1,25 - 14,11,2,6,1,1.909,,,,,,,,,,,,,
,,,,,101,1,short,A,2024-08-26_12h15.01.314,arithmetic_task,2024.1.5,Win32,60.60606061,450.9031,450.9035,450.9035,453.8007,3,0,453.8008,455.8001,455.8001,458.8004,458.8004,458.8004,0,42,42,42,1,100 / 4,25,20,22,3,2.8842,,,,,,,,,,,,,
,,,,,101,1,short,A,2024-08-26_12h15.01.314,arithmetic_task,2024.1.5,Win32,60.60606061,458.8183,458.8186,458.8187,460.4998,1,0,460.5,462.5002,462.5002,465.4995,465.4995,465.4995,0,43,43,43,1,58 - 13,45,55,44,3,1.6771,,,,,,,,,,,,,
,,,,,101,1,short,A,2024-08-26_12h15.01.314,arithmetic_task,2024.1.5,Win32,60.60606061,465.519,465.5195,465.5195,468.3163,2,0,468.3165,470.3164,470.3164,473.316,473.316,473.3161,0,44,44,44,1,33 + 22,55,52,53,2,2.7849,,,,,,,,,,,,,
,,,,,101,1,short,A,2024-08-26_12h15.01.314,arithmetic_task,2024.1.5,Win32,60.60606061,473.3339,473.3341,473.3341,476.5162,2,0,476.5164,478.5158,478.5158,481.5158,481.5158,481.5158,0,45,45,45,1,24 - 14,10,20,11,2,3.1689,,,,,,,,,,,,,
,,,,,101,1,short,A,2024-08-26_12h15.01.314,arithmetic_task,2024.1.5,Win32,60.60606061,481.5335,481.534,481.534,485.4875,3,0,485.4881,487.4822,487.4824,490.4824,490.4826,490.4826,0,46,46,46,1,118 / 2,59,55,57,3,3.9493,,,,,,,,,,,,,
,,,,,101,1,short,A,2024-08-26_12h15.01.314,arithmetic_task,2024.1.5,Win32,60.60606061,490.5006,490.501,490.501,495.6481,2,0,495.6486,497.6485,497.6486,500.6481,500.6483,500.6483,0,47,47,47,1,14 * 2,28,38,16,1,5.1407,,,,,,,,,,,,,
,,,,,101,1,short,A,2024-08-26_12h15.01.314,arithmetic_task,2024.1.5,Win32,60.60606061,500.6666,500.6669,500.6669,506.7975,3,0,506.7981,508.7976,508.7977,511.7975,511.7976,511.7977,0,48,48,48,1,32905,45,55,40,3,6.1172,,,,,,,,,,,,,
,,,,,101,1,short,A,2024-08-26_12h15.01.314,arithmetic_task,2024.1.5,Win32,60.60606061,511.8162,511.8166,511.8166,515.9806,1,0,515.981,517.9807,517.9809,520.9802,520.9804,520.9804,0,49,49,49,1,25 + 19,44,53,38,1,4.1558,,520.9986,535.9961,,,,,,,,,,
,,,,,101,1,short,A,2024-08-26_12h15.01.314,arithmetic_task,2024.1.5,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,535.9975,549.8469,5,13.8054,,,,,,
,,,,,101,1,short,A,2024-08-26_12h15.01.314,arithmetic_task,2024.1.5,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.8471,552.3463,space,2.4731,
