math_eq,CorrAns,dstr1,dstr2,CorrAns_key,thisN,thisTrialN,thisRepN,key_resp_eq.keys,key_resp_eq.corr,key_resp_eq.rt,key_resp_eq.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_rest.thisRepN,loop_rest.thisTrialN,loop_rest.thisN,loop_rest.thisIndex,thisRow.t,notes,piloting,instruction_screen.started,text_instruction.started,key_resp_inst.started,instruction_screen.stopped,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,set_options.started,set_options.stopped,trial.started,text_equation.started,text_opt1.started,text_opt2.started,text_opt3.started,trial.stopped,trials.key_resp_eq.keys,trials.key_resp_eq.corr,pause.started,text_2.started,text_2.stopped,pause.stopped,feedback.started,text_feedback.started,text_feedback.stopped,feedback.stopped,is_rest.started,is_rest.stopped,trials.key_resp_eq.rt,trials.key_resp_eq.duration,rest_screen.started,text.started,text.stopped,rest_screen.stopped,Q1.started,text_q1.started,key_resp_2.started,Q1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,end_screen.started,text_endscreen.started,key_resp.started,key_resp.stopped,text_endscreen.stopped,end_screen.stopped,key_resp.keys,participant,session,delay,group,date,expName,expVersion,psychopyVersion,frameRate,expStart,
30 + 22,52,58,53,1,40,40,0,1,0,1.7909165999735706,None,0,40,40,40,,,,,361.14568429999053,,,,,,,,,,361.1371941000107,361.13743559998693,361.1429530000314,361.14568429999053,361.14568429999053,361.14568429999053,361.14568429999053,362.942358899978,1,0,362.942515200004,362.94992340001045,364.9417589000077,364.93395189999137,364.9339881000342,364.9417589000077,367.93770190002397,367.92539950000355,367.92542719998164,367.9256339999847,1.7909165999735706,None,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h33.17.450,arithmetic_task,,2026.1.3,120.92936631920666,2026-07-10 10h33.17.552188 -0400,
25 - 14,11,2,6,1,41,41,0,1,0,3.7025500999880023,None,0,41,41,41,,,,,367.93770190002397,,,,,,,,,,367.9294084000285,367.9296405999921,367.9349950000178,367.93770190002397,367.93770190002397,367.93770190002397,367.93770190002397,371.642762100033,1,0,371.6429165999871,371.65007169998717,373.6416648000013,373.63356729998486,373.63360380002996,373.6416648000013,376.6384960000287,376.62559680000413,376.6256244999822,376.62584619998233,3.7025500999880023,None,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h33.17.450,arithmetic_task,,2026.1.3,120.92936631920666,2026-07-10 10h33.17.552188 -0400,
100 / 4,25,20,22,3,42,42,0,3,0,4.634180200053379,None,0,42,42,42,,,,,376.6384960000287,,,,,,,,,,376.6296796000097,376.6299003000022,376.6357629999984,376.6384960000287,376.6384960000287,376.6384960000287,376.6384960000287,381.2757096000132,3,0,381.27588780003134,381.28353600000264,383.27548310003476,383.26734489999944,383.2673800000339,383.27548310003476,386.27159319998464,386.2588199999882,386.2588499999838,386.25905300001614,4.634180200053379,None,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h33.17.450,arithmetic_task,,2026.1.3,120.92936631920666,2026-07-10 10h33.17.552188 -0400,
58 - 13,45,55,44,3,43,43,0,2,0,3.7533477999968454,None,0,43,43,43,,,,,386.27159319998464,,,,,,,,,,386.26296750002075,386.26321659999667,386.26888380001765,386.27159319998464,386.27159319998464,386.27159319998464,386.27159319998464,390.02590690000216,2,0,390.0260647999821,390.03358950000256,392.025449400011,392.0174365999992,392.0189659000025,392.025449400011,395.02162890002364,395.0089104999788,395.00893830001587,395.0091318000341,3.7533477999968454,None,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h33.17.450,arithmetic_task,,2026.1.3,120.92936631920666,2026-07-10 10h33.17.552188 -0400,
33 + 22,55,52,53,2,44,44,0,2,0,2.2356124000507407,None,0,44,44,44,,,,,395.02162890002364,,,,,,,,,,395.01298220001627,395.0131981000304,395.01877409999724,395.02162890002364,395.02162890002364,395.02162890002364,395.02162890002364,397.25934009999037,2,0,397.2594916999806,397.2673090000171,399.25887960003456,399.251045699988,399.2524732000311,399.25887960003456,402.2551797000342,402.242593700008,402.24262119998457,402.24282230000244,2.2356124000507407,None,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h33.17.450,arithmetic_task,,2026.1.3,120.92936631920666,2026-07-10 10h33.17.552188 -0400,
24 - 14,10,20,11,2,45,45,0,1,0,2.4260103999986313,None,0,45,45,45,,,,,402.2551797000342,,,,,,,,,,402.2466616000165,402.2468791999854,402.2525670999894,402.2551797000342,402.2551797000342,402.2551797000342,402.2551797000342,404.68435250001494,1,0,404.68451699998695,404.6921994999866,406.6839525999967,406.6762043000199,406.67765169998165,406.6839525999967,409.680325000023,409.6677247000043,409.66775209998013,409.66794820001815,2.4260103999986313,None,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h33.17.450,arithmetic_task,,2026.1.3,120.92936631920666,2026-07-10 10h33.17.552188 -0400,
118 / 2,59,55,57,3,46,46,0,3,0,3.4486952999723144,None,0,46,46,46,,,,,409.680325000023,,,,,,,,,,409.6718096000259,409.6720308000222,409.6775745000341,409.680325000023,409.680325000023,409.680325000023,409.680325000023,413.1349863000214,3,0,413.1351398000261,413.1425739999977,415.13413339998806,415.12625259999186,415.12779669999145,415.13413339998806,418.13022900000215,418.1177582999808,418.11778610001784,418.1179846000159,3.4486952999723144,None,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h33.17.450,arithmetic_task,,2026.1.3,120.92936631920666,2026-07-10 10h33.17.552188 -0400,
14 * 2,28,38,16,1,47,47,0,1,0,2.054794800002128,None,0,47,47,47,,,,,418.13022900000215,,,,,,,,,,418.1218034999911,418.1220233999775,418.1277076000115,418.13022900000215,418.13022900000215,418.13022900000215,418.13022900000215,420.1851022000192,1,0,420.1852556000231,420.1922422000207,422.1842230000184,422.1759743000148,422.1760104999994,422.1842230000184,425.180545900017,425.168059299991,425.16808740003034,425.16829260002123,2.054794800002128,None,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h33.17.450,arithmetic_task,,2026.1.3,120.92936631920666,2026-07-10 10h33.17.552188 -0400,
23 * 4,92,82,87,3,48,48,0,3,0,5.980630900012329,None,0,48,48,48,,,,,425.180545900017,,,,,,,,,,425.1721379000228,425.17236050002975,425.1779061999987,425.180545900017,425.180545900017,425.180545900017,425.180545900017,431.15990149998106,3,0,431.1600545999827,431.16780460003065,433.1592732000281,433.15125830000034,433.15129579999484,433.1592732000281,436.1556811000337,436.14301080000587,436.14303829998244,436.1432395000011,5.980630900012329,None,,,,,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h33.17.450,arithmetic_task,,2026.1.3,120.92936631920666,2026-07-10 10h33.17.552188 -0400,
25 + 19,44,53,38,1,49,49,0,1,0,2.269746500009205,None,0,49,49,49,0,0,0,0,443.4179788000183,,,,,,,,,,436.1470585000352,436.14731289999327,436.15287819999503,436.1556811000337,436.1556811000337,436.1556811000337,436.1556811000337,438.4269318000297,1,0,438.4270781999803,438.43438480002806,440.4261282000225,440.4183379000169,440.41837299999315,440.4261282000225,443.4179788000183,443.41020169999683,443.4102295000339,443.41042780003045,2.269746500009205,None,443.41064930002904,443.4179788000183,453.4096803999855,453.40160189999733,,,,,,,,,,,,,,,203,1,short,A,2026-07-10_10h33.17.450,arithmetic_task,,2026.1.3,120.92936631920666,2026-07-10 10h33.17.552188 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.4053219000343,453.4096803999855,453.4096803999855,482.29462030000286,2,28.88408950000303,None,,,,,,,,203,1,short,A,2026-07-10_10h33.17.450,arithmetic_task,,2026.1.3,120.92936631920666,2026-07-10 10h33.17.552188 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.29466820001835,482.3017353999894,483.2933297000127,497.2854459999944,497.29366900003515,497.28574469999876,None,203,1,short,A,2026-07-10_10h33.17.450,arithmetic_task,,2026.1.3,120.92936631920666,2026-07-10 10h33.17.552188 -0400,
